slug,title,word_count,under_400_words,generic_phrases,generic_phrase_count,templated_opening_shared_with_n,missing_image,is_illustration_not_photo,duplicate_image_with,cuisine,category
tahina-salad,Egyptian Tahina,537,,,0,,,,,Egyptian,Appetizers
flan-parisien,Flan Parisien,538,,,0,,,,,French,Desserts
greek-salad,Horiatiki Greek Salad,538,,,0,,,,,Greek,Healthy
hot-chocolate,French-Style Hot Chocolate,538,,,0,,,,,International,Drinks
joojeh-kabab,Joojeh Kabab,538,,,0,,,,,Persian,Dinner
kare-kare,Kare-Kare,538,,,0,,,yes,,Filipino,Dinner
shao-bing,Shao Bing,538,,,0,,,yes,,Chinese,Baking
testaroli,Testaroli al Pesto,538,,,0,,,,,Italian,Dinner
thai-yellow-curry,Thai Yellow Curry,538,,,0,,yes,,,Thai,Dinner
winter-melon-soup,Winter Melon Soup,538,,,0,,,,,Chinese,Lunch
black-forest-gateau,Black Forest Gateau,539,,,0,,yes,,,German,Desserts
hamam-mahshi,Hamam Mahshi,539,,,0,,,,,Egyptian,Dinner
kaak-bil-simsim,Ka'ak bil Simsim,539,,,0,,,yes,,Lebanese,Baking
khichdi,Khichdi,539,,,0,,,yes,,Indian,Dinner
malva-pudding,Malva Pudding,539,,,0,,,,,South African,Desserts
misir-wat,Misir Wat,539,,,0,,yes,,,Ethiopian,Dinner
sabich,Sabich,539,,,0,,,,,Israeli,Lunch
snickerdoodles,Snickerdoodles,539,,,0,,,,,American,Baking
carciofi-alla-romana,Carciofi alla Romana,540,,,0,,,,,Italian,Appetizers
khai-jiao,Khai Jiao,540,,,0,,,,,Thai,Breakfast
trofie-al-pesto,Trofie al Pesto,540,,,0,,,,,Italian,Dinner
adana-kebab,Adana Kebab,541,,,0,,,,,Turkish,Dinner
bandrek,Bandrek,541,,,0,,,,,Indonesian,Drinks
cranberry-sauce,Cranberry Sauce,541,,,0,,,,,American,Holiday Specials
ojja,Ojja,541,,,0,,,yes,,Tunisian,Quick Meals
fasolia-bi-lahme,Fasolia bi Lahme,542,,,0,,,yes,,Lebanese,Dinner
kofta-masreya,Kofta Masreya,542,,,0,,,,,Egyptian,Dinner
matcha-latte,Iced Matcha Latte,542,,,0,,,,,Japanese,Drinks
tepache,Tepache,542,,,0,,,,,Mexican,Drinks
torta-caprese,Torta Caprese,542,,,0,,,,,Italian,Desserts
youtiao,Youtiao,542,,,0,,,,,Chinese,Breakfast
salade-de-chevre-chaud,Salade de Chèvre Chaud,543,,,0,,,,,French,Lunch
sangria,Red Wine Sangria,543,,,0,,,,,Spanish,Drinks
chocolate-milkshake,Chocolate Milkshake,544,,,0,,,,,American,Drinks
classic-margarita,Classic Margarita,544,,,0,,,,,Mexican,Drinks
hakka-noodles,Hakka Noodles,544,,,0,,,,,Indian,Dinner
masala-chai,Masala Chai,544,,,0,,,,,Indian,Drinks
oi-muchim,Oi Muchim,544,,,0,,,,,Korean,Healthy
pigs-in-blankets,Pigs in Blankets,544,,,0,,,,,British,Holiday Specials
risotto-ai-funghi,Risotto ai Funghi Porcini,544,,,0,,yes,,,Italian,Dinner
stroganoff-sauce,Stroganoff Sauce,544,,,0,,yes,,,Russian,Dinner
trdelnik,Trdelník,544,,,0,,,,,Czech,Desserts
caponata,Sicilian Caponata,545,,,0,,,,,Italian,Appetizers
corn-dogs,Corn Dogs,545,,,0,,,,,American,Quick Meals
dhokla,Dhokla,545,,,0,,,yes,,Indian,Appetizers
flammkuchen,Flammkuchen,545,,,0,,,,,German,Quick Meals
nimbu-pani,Nimbu Pani,545,,,0,,,,,Indian,Drinks
rakakat-jibneh,Cheese Rakakat,545,,,0,,yes,,,Lebanese,Appetizers
vegetable-stir-fry,Vegetable Stir-Fry,545,,,0,,,,,Chinese,Quick Meals
assidat-zgougou,Assidat Zgougou,546,,,0,,,,,Tunisian,Desserts
bigos,Bigos,546,,,0,,,,,Polish,Dinner
cheung-fun,Cheung Fun,546,,,0,,,,,Chinese,Appetizers
dressed-crab,Dressed Crab,546,,,0,,,,,British,Appetizers
egg-tarts,Hong Kong Egg Tarts,546,,,0,,,,,Chinese,Desserts
tarte-au-citron,Tarte au Citron,546,,,0,,,yes,,French,Desserts
tortellini-in-brodo,Tortellini in Brodo,546,,,0,,,,,Italian,Dinner
anticuchos,Anticuchos,547,,,0,,,,,Peruvian,Appetizers
beef-tacos,Ground Beef Tacos,547,,,0,,,,,Mexican,Quick Meals
chickpea-socca,Chickpea Socca,547,,,0,,,,,French,Appetizers
classic-omelette,Three-Egg Omelette,547,,,0,,,,,American,Breakfast
creamy-coleslaw,Creamy Coleslaw,547,,,0,,,,,American,Healthy
kimchi-fried-rice,Kimchi Fried Rice,547,,,0,,,yes,,Korean,Quick Meals
sesame-balls,Sesame Balls,547,,,0,,,,,Chinese,Desserts
maghmour,Maghmour,548,,,0,,,,,Lebanese,Appetizers
rice-krispie-treats,Marshmallow Crispy Treats,548,,,0,,,,,American,Desserts
rosti,Rösti,548,,,0,,,,,Swiss,Breakfast
tarte-aux-pommes,Tarte aux Pommes,548,,,0,,,,,French,Desserts
tuna-salad-sandwich,Tuna Salad Sandwich,548,,,0,,,,,American,Lunch
zaalouk,Zaalouk,548,,,0,,,,,Moroccan,Healthy
zuppa-inglese,Zuppa Inglese,548,,,0,,,,,Italian,Desserts
baba-au-rhum,Baba au Rhum,549,,,0,,yes,,,French,Desserts
bagnun,Bagnùn di Acciughe,549,,,0,,,yes,,Italian,Lunch
cauliflower-mash,Cauliflower Mash,549,,,0,,,,,American,Dinner
julekake,Julekake,549,,,0,,,,,Norwegian,Holiday Specials
milk-tart,Milk Tart,549,,,0,,yes,,,South African,Desserts
bamia-masreya,Bamia Masreya,550,,,0,,yes,,,Egyptian,Dinner
choy-sum-oyster-sauce,Choy Sum in Oyster Sauce,550,,,0,,yes,,,Chinese,Dinner
dundee-cake,Dundee Cake,550,,,0,,yes,,,Scottish,Baking
endives-au-jambon,Endives au Jambon,550,,,0,,,yes,,French,Dinner
mont-blanc,Mont-Blanc,550,,,0,,yes,,,French,Desserts
pidan-tofu,Century Egg with Cold Tofu,550,,,0,,,,,Chinese,Appetizers
red-bean-soup,Red Bean Soup,550,,,0,,,,,Chinese,Desserts
tangyuan,Tangyuan,550,,,0,,yes,,,Chinese,Desserts
uttapam,Uttapam,550,,,0,,,yes,,Indian,Breakfast
acai-bowl,Açaí Bowl,551,,,0,,,,,International,Breakfast
msemen,Msemen,551,,,0,,,,,Moroccan,Breakfast
piccalilli,Piccalilli,551,,,0,,,yes,,British,Appetizers
pineapple-cake,Pineapple Cake,551,,,0,,,,,Taiwanese,Baking
banoffee-pie,Banoffee Pie,552,,,0,,,,,British,Desserts
eight-treasure-rice,Eight Treasure Rice,552,,,0,,,,,Chinese,Desserts
greek-chicken-traybake,Greek Chicken Traybake,552,,,0,,yes,,,Greek,Dinner
irish-stew,Irish Stew,552,,,0,,,,,Irish,Dinner
magret-de-canard,Magret de Canard,552,,,0,,,,,French,Dinner
sobolo,Sobolo,552,,,0,,,,,Ghanaian,Drinks
tzatziki,Tzatziki,552,,,0,,,,,Greek,Appetizers
fondue-savoyarde,Fondue Savoyarde,553,,,0,,,,,French,Dinner
makroudh,Makroudh,553,,,0,,,,,Tunisian,Desserts
tteok-galbi,Tteok Galbi,553,,,0,,,yes,,Korean,Dinner
aeggekage,Æggekage,554,,,0,,,,,Danish,Quick Meals
crab-cakes,Maryland Crab Cakes,554,,,0,,,,,American,Appetizers
culurgiones,Culurgiones,554,,,0,,,,,Italian,Dinner
curtido,Curtido,554,,,0,,,,,Salvadoran,Healthy
hlelem,Hlelem,554,,,0,,,yes,,Tunisian,Lunch
martabak,Martabak Manis,554,,,0,,,,,Indonesian,Desserts
smashed-cucumber,Smashed Cucumber Salad,554,,,0,,,,,Chinese,Appetizers
ayam-goreng,Ayam Goreng,555,,,0,,,,,Indonesian,Dinner
bun-rieu,Bún Riêu,555,,,0,,,,,Vietnamese,Lunch
crying-tiger,Crying Tiger Beef,555,,,0,,,yes,,Thai,Dinner
kvass,Bread Kvass,555,,,0,,,,,Ukrainian,Drinks
prawn-masala,Prawn Masala,555,,,0,,,yes,,Indian,Dinner
crema-catalana,Crema Catalana,556,,,0,,,,,Spanish,Desserts
devilled-kidneys,Devilled Kidneys,556,,,0,,,,,British,Breakfast
granola,Maple Pecan Granola,556,,,0,,,,,International,Breakfast
hachis-parmentier,Hachis Parmentier,556,,,0,,,,,French,Dinner
pasta-alla-genovese,Pasta alla Genovese,556,,,0,,,,,Italian,Dinner
pizzoccheri,Pizzoccheri della Valtellina,556,,,0,,,,,Italian,Dinner
atayef-asafiri,Atayef Asafiri,557,,,0,,,,,Lebanese,Desserts
choucroute,Choucroute Garnie,557,,,0,,,,,French,Dinner
kafta-bil-sanieh,Kafta bil Sanieh,557,,,0,,,yes,,Lebanese,Dinner
peanut-butter-cookies,Peanut Butter Cookies,557,,,0,,,,,American,Baking
savoury-cottage-cheese-bowl,Savoury Cottage Cheese Bowl,557,,,0,,,,,American,Breakfast
soda-bread,Irish Soda Bread,557,,,0,,,,,Irish,Baking
cawl,Welsh Cawl,558,,,0,,,,,Welsh,Dinner
chili-cheese-fries,Chili Cheese Fries,558,,,0,,yes,,,American,Appetizers
croque-madame,Croque Madame,558,,,0,,,,,French,Quick Meals
navarin-printanier,Navarin d'Agneau,558,,,0,,,yes,,French,Dinner
waakye,Waakye,558,,,0,,,,,Ghanaian,Lunch
glogg,Glögg,559,,,0,,,,,Swedish,Drinks
kishk-masri,Kishk Masri,559,,,0,,,,,Egyptian,Lunch
kisir,Kısır,559,,,0,,,,,Turkish,Healthy
tuna-melt,Tuna Melt,559,,,0,,,,,American,Quick Meals
aloo-keema,Aloo Keema,560,,,0,,yes,,,Pakistani,Dinner
blueberry-muffins,Bakery-Style Blueberry Muffins,560,,,0,,,,,American,Baking
carne-asada,Carne Asada,560,,,0,,,yes,,Mexican,Dinner
chai-latte,Masala Chai Latte,560,,,0,,,,,Indian,Drinks
ferakh-mashwi,Ferakh Mashwi,560,,,0,,,,,Egyptian,Dinner
japanese-curry-roux,Japanese Curry Roux,560,,,0,,,,,Japanese,Dinner
moutabal,Moutabal,560,,,0,,,,,Lebanese,Appetizers
blt-sandwich,The Perfect BLT,561,,,0,,,,,American,Lunch
hash-browns,Crispy Hash Browns,561,,,0,,,,,American,Breakfast
knafeh-nabulsi,Knafeh Nabulsi,561,,,0,,,,knafeh,Middle Eastern,Desserts
nai-wong-bao,Nai Wong Bao,561,,,0,,yes,,,Chinese,Baking
pappardelle-al-cinghiale,Pappardelle al Cinghiale,561,,,0,,,,,Italian,Dinner
chicken-65,Chicken 65,562,,,0,,yes,,,Indian,Appetizers
colcannon,Colcannon,562,,,0,,,,,Irish,Dinner
crostata-di-marmellata,Crostata di Marmellata,562,,,0,,,,,Italian,Baking
cullen-skink,Cullen Skink,562,,,0,,,,,Scottish,Lunch
doenjang-jjigae,Doenjang Jjigae,562,,,0,,,yes,,Korean,Dinner
siu-yuk,Siu Yuk,562,,,0,,,,,Chinese,Dinner
torshi,Torshi,562,,,0,,,yes,,Egyptian,Appetizers
buffalo-chicken-dip,Buffalo Chicken Dip,563,,,0,,,,,American,Appetizers
coronation-chicken,Coronation Chicken,563,,,0,,,,,British,Lunch
ful-medames,Ful Medames,563,,,0,,,,,Egyptian,Quick Meals
gomae,Gomae,563,,,0,,,,,Japanese,Healthy
khubz-arabi,Khubz Arabi,563,,,0,,,,,Lebanese,Baking
masala-pav,Masala Pav,563,,,0,,yes,,,Indian,Appetizers
pain-de-campagne,Pain de Campagne,563,,,0,,,yes,,French,Baking
salmon-soup-lohikeitto,Lohikeitto,563,,,0,,,,,Finnish,Dinner
tea-eggs,Marbled Tea Eggs,563,,,0,,,,,Chinese,Appetizers
vietnamese-iced-coffee,Cà Phê Sữa Đá,563,,,0,,,,,Vietnamese,Drinks
corn-on-the-cob,Corn on the Cob,564,,,0,,,,,American,Dinner
poulet-basquaise,Poulet Basquaise,564,,,0,,,,,French,Dinner
bar-en-croute-de-sel,Bar en Croûte de Sel,565,,,0,,yes,,,French,Dinner
brandade-de-morue,Brandade de Morue,565,,,0,,,yes,,French,Appetizers
canele,Canelés de Bordeaux,565,,,0,,,,,French,Baking
cuccidati,Cuccidati,565,,,0,,,,,Italian,Baking
kaya-toast,Kaya Toast,565,,,0,,,,,Singaporean,Quick Meals
maritozzo,Maritozzo,565,,,0,,,yes,,Italian,Baking
unagi-don,Unagi Don,565,,,0,,,,,Japanese,Dinner
haupia,Haupia,566,,,0,,,,,Hawaiian,Desserts
onion-rings,Beer-Battered Onion Rings,566,,,0,,,,,American,Appetizers
sambousek,Sambousek,566,,,0,,,,,Lebanese,Appetizers
dahi-vada,Dahi Vada,567,,,0,,,yes,,Indian,Appetizers
garbure,Garbure,567,,,0,,,,,French,Lunch
kheer,Rice Kheer,567,,,0,,,,,Indian,Desserts
panzanella,Tuscan Panzanella,567,,,0,,,,,Italian,Healthy
brodetto,Brodetto all'Anconetana,568,,,0,,,,,Italian,Dinner
jellied-eels,Jellied Eels,568,,,0,,,,,British,Appetizers
langos,Lángos,568,,,0,,,,,Hungarian,Lunch
frikadeller,Frikadeller,569,,,0,,,,,Danish,Dinner
hout-mechoui,Hout Mechoui,569,,,0,,,,,Tunisian,Dinner
kunefe,Künefe,569,,,0,,,,,Turkish,Desserts
paris-brest,Paris-Brest,569,,,0,,,yes,,French,Desserts
sfiha-baalbakieh,Sfiha Baalbakieh,569,,,0,,,,,Lebanese,Dinner
bara-brith,Bara Brith,570,,,0,,,,,Welsh,Baking
bread-pudding,Bread and Butter Pudding,570,,,0,,,,,British,Desserts
cloud-bread,Cloud Bread,570,,,0,,,,,American,Baking
complet-poisson,Complet Poisson,570,,,0,,,,,Tunisian,Dinner
harees,Harees,570,,,0,,,,,Middle Eastern,Dinner
kibbeh-mekliyeh,Fried Kibbeh,570,,,0,,,,,Lebanese,Appetizers
lablabi,Lablabi,570,,,0,,,,,Tunisian,Breakfast
pain-au-chocolat,Pain au Chocolat,570,,,0,,yes,,,French,Baking
raclette,Raclette,570,,,0,,,,,Swiss,Dinner
har-gow,Har Gow,571,,,0,,,,,Chinese,Appetizers
lotus-root-rib-soup,Lotus Root and Pork Rib Soup,571,,,0,,,,,Chinese,Lunch
lotus-root-stir-fry,Stir-Fried Lotus Root,571,,,0,,yes,,,Chinese,Dinner
mamaliga,Mămăligă,571,,,0,,,,,Romanian,Dinner
tabbouleh,Tabbouleh,571,,,0,,,,,Middle Eastern,Healthy
znoud-el-sit,Znoud el Sit,571,,,0,,,,,Lebanese,Desserts
deviled-eggs,Deviled Eggs,572,,,0,,,,,American,Appetizers
kebda-eskandarani,Kebda Eskandarani,572,,,0,,,,,Egyptian,Quick Meals
khachapuri,Adjaruli Khachapuri,572,,,0,,,,,Georgian,Baking
madfouna,Madfouna,572,,,0,,yes,,,Tunisian,Dinner
bamia-bi-lahme,Bamia bi Lahme,573,,,0,,,,,Lebanese,Dinner
basbousa,Basbousa,573,,,0,,,,,Middle Eastern,Desserts
besara,Besara,573,,,0,,,,,Egyptian,Appetizers
di-san-xian,Di San Xian,573,,,0,,,yes,,Chinese,Dinner
escargots,Escargots à la Bourguignonne,573,,,0,,,,,French,Appetizers
hummus-beiruti,Hummus Beiruti,573,,,0,,,,,Lebanese,Appetizers
layali-lubnan,Layali Lubnan,573,,,0,,,,,Lebanese,Desserts
mango-pomelo-sago,Mango Pomelo Sago,573,,,0,,,,,Chinese,Desserts
pots-de-creme,Pots de Crème,573,,,0,,,,,French,Desserts
sayadieh,Sayadieh,573,,,0,,,,,Lebanese,Dinner
sole-normande,Sole Normande,573,,,0,,,yes,,French,Dinner
sopes,Sopes,573,,,0,,,,,Mexican,Appetizers
veg-kolhapuri,Veg Kolhapuri,573,,,0,,,yes,,Indian,Dinner
cornbread,Skillet Cornbread,574,,,0,,,,,American,Baking
egg-salad-sandwich,Egg Salad Sandwich,574,,,0,,,,,American,Lunch
greek-lemon-potatoes,Greek Lemon Potatoes,574,,,0,,,,,Greek,Dinner
vinegar-cabbage,Vinegar Cabbage,574,,,0,,yes,,,Chinese,Dinner
alfajores,Alfajores,575,,,0,,,,,Argentinian,Desserts
crumpets,Crumpets,575,,,0,,,,,British,Baking
lobio,Lobio,575,,,0,,,,,Georgian,Dinner
lobster-roll,Maine Lobster Roll,575,,,0,,,,,American,Lunch
loukoumades,Loukoumades,575,,,0,,,,,Greek,Desserts
pasta-puttanesca,Pasta Puttanesca,575,,,0,,,,,Italian,Quick Meals
bibingka,Bibingka,576,,,0,,,,,Filipino,Holiday Specials
drunken-chicken,Drunken Chicken,576,,,0,,,,,Chinese,Appetizers
french-dip,French Dip,576,,,0,,,,,American,Lunch
fried-plantain,Fried Sweet Plantain,576,,,0,,,,,Jamaican,Quick Meals
gigot-d-agneau,Gigot d'Agneau,576,,,0,,,yes,,French,Dinner
involtini-di-manzo,Involtini di Manzo,576,,,0,,yes,,,Italian,Dinner
orecchiette-cime-di-rapa,Orecchiette con Cime di Rapa,576,,,0,,,,,Italian,Dinner
pao-de-queijo,Pão de Queijo,576,,,0,,,,,Brazilian,Baking
poule-au-pot,Poule au Pot,576,,,0,,,yes,,French,Dinner
quesadillas,Cheese Quesadillas,576,,,0,,,,,Mexican,Quick Meals
salade-lyonnaise,Salade Lyonnaise,576,,,0,,,,,French,Lunch
beetroot-feta-salad,"Beetroot, Orange and Feta Salad",577,,,0,,,yes,,Australian,Healthy
bun-thit-nuong,Bún Thịt Nướng,577,,,0,,,yes,,Vietnamese,Lunch
carbonnade-flamande,Carbonnade Flamande,577,,,0,,,,,Belgian,Dinner
fesenjan,Fesenjan,577,,,0,,,,,Persian,Dinner
kleftiko,Lamb Kleftiko,577,,,0,,,yes,,Greek,Dinner
pasta-alla-gricia,Pasta alla Gricia,577,,,0,,,,,Italian,Quick Meals
ragu-bolognese,Ragù alla Bolognese,577,,,0,,,,,Italian,Dinner
treacle-tart,Treacle Tart,577,,,0,,,,,British,Baking
banana-oat-pancakes,Banana Oat Pancakes,578,,,0,,,,,American,Breakfast
chicken-lollipop,Chicken Lollipop,578,,,0,,,,,Indian,Appetizers
dutch-baby,Dutch Baby Pancake,578,,,0,,,,,American,Breakfast
moin-moin,Moin Moin,578,,,0,,,,,Nigerian,Lunch
polpette-al-sugo,Polpette al Sugo,578,,,0,,,yes,,Italian,Dinner
pretzel-brezel,Bavarian Brezel,578,,,0,,,,,German,Baking
turkish-lentil-soup,Turkish Lentil Soup,578,,,0,,,,,Turkish,Lunch
baba-napoletano,Babà Napoletano,579,,,0,,yes,,,Italian,Desserts
boxty,Boxty,579,,,0,,,,,Irish,Breakfast
bubble-tea,Brown Sugar Bubble Tea,579,,,0,,,,,International,Drinks
djaj-mhammar,Djaj Mhammar,579,,,0,,,,,Lebanese,Dinner
egg-bites,Bacon and Cheddar Egg Bites,579,,,0,,,,,American,Breakfast
fatayer-sabanekh,Spinach Fatayer,579,,,0,,yes,,,Lebanese,Appetizers
israeli-couscous-salad,Israeli Couscous Salad,579,,,0,,,,,Israeli,Healthy
kousa-bil-laban,Kousa bil Laban,579,,,0,,yes,,,Lebanese,Dinner
lancashire-hotpot,Lancashire Hotpot,579,,,0,,,,,British,Dinner
mutton-curry,Mutton Curry,579,,,0,,,yes,,Indian,Dinner
old-fashioned,Old Fashioned,579,,,0,,,,,American,Drinks
siu-mai,Siu Mai,579,,,0,,,,,Chinese,Appetizers
gammon-parsley-sauce,Gammon with Parsley Sauce,580,,,0,,yes,,,British,Dinner
pici-cacio-e-pepe,Pici all'Aglione,580,,,0,,,,,Italian,Dinner
salmorejo,Salmorejo,580,,,0,,,,,Spanish,Healthy
sarmale,Sarmale,580,,,0,,,,,Romanian,Dinner
beef-satay,Beef Satay,581,,,0,,,,,Malaysian,Appetizers
freekeh-djaj,Freekeh with Chicken,581,,,0,,,,,Lebanese,Dinner
hokkien-mee,Hokkien Mee,581,,,0,,,,,Malaysian,Dinner
jianbing,Jianbing,581,,,0,,,,,Chinese,Breakfast
kimchi-jjigae,Kimchi Jjigae,581,,,0,,,,,Korean,Healthy
maamoul,Maamoul,581,,,0,,,,,Lebanese,Desserts
matar-paneer,Matar Paneer,581,,,0,,,,,Indian,Dinner
nikujaga,Nikujaga,581,,,0,,,,,Japanese,Dinner
prawn-tacos,Chilli Prawn Tacos,581,,,0,,,,,Mexican,Quick Meals
stoemp,Stoemp,581,,,0,,,,,Belgian,Dinner
turkish-coffee,Turkish Coffee,581,,,0,,,,,Turkish,Drinks
belgian-frites,Belgian Frites,582,,,0,,,,,Belgian,Appetizers
daube-provencale,Daube Provençale,582,,,0,,,,,French,Dinner
glamorgan-sausages,Glamorgan Sausages,582,,,0,,,,,Welsh,Lunch
menemen,Menemen,582,,,0,,,,,Turkish,Breakfast
baked-cinnamon-apples,Baked Cinnamon Apples,583,,,0,,,,,British,Desserts
goi-ga,Gỏi Gà,583,,,0,,yes,,,Vietnamese,Lunch
gratin-de-courgettes,Gratin de Courgettes,583,,,0,,,yes,,French,Dinner
pad-woon-sen,Pad Woon Sen,583,,,0,,yes,,,Thai,Quick Meals
smoked-salmon-scrambled-eggs,Smoked Salmon Scrambled Eggs,583,,,0,,,,,British,Breakfast
fregola,Fregola con Arselle,584,,,0,,yes,,,Italian,Dinner
lecso,Lecsó,584,,,0,,,,,Hungarian,Dinner
mulled-wine,Mulled Wine,584,,,0,,,,,International,Drinks
philly-soft-pretzel,Philadelphia Soft Pretzels,584,,,0,,,,,American,Baking
garlic-butter-steak-bites,Garlic Butter Steak Bites,585,,,0,,,,,American,Quick Meals
karelian-pies,Karelian Pies,585,,,0,,,,,Finnish,Baking
koussa-mahshi,Koussa Mahshi,585,,,0,,,,,Lebanese,Dinner
oxtail-soup,Oxtail Soup,585,,,0,,,yes,,British,Dinner
chicken-inasal,Chicken Inasal,586,,,0,,,yes,,Filipino,Dinner
chicken-milanese,Chicken Milanese,586,,,0,,,,,Italian,Dinner
pelmeni,Pelmeni,586,,,0,,,,,Russian,Dinner
sarde-in-saor,Sarde in Saor,586,,,0,,,,,Italian,Appetizers
zeppole,Zeppole,586,,,0,,,,,Italian,Desserts
cacio-e-pepe,Cacio e Pepe,587,,,0,,,,,Italian,Quick Meals
egg-curry,Egg Curry,587,,,0,,,,,Indian,Dinner
guacamole,Authentic Guacamole,587,,,0,,,,,Mexican,Appetizers
schezwan-fried-rice,Schezwan Fried Rice,587,,,0,,,yes,,Indian,Dinner
air-fryer-chicken-wings,Air Fryer Chicken Wings,588,,,0,,,,,American,Appetizers
baked-potato,Baked Potato,588,,,0,,,,,American,Dinner
bruschetta,Tomato Bruschetta,588,,,0,,,,,Italian,Appetizers
classic-potato-salad,Classic Potato Salad,588,,,0,,,,,American,Lunch
cottage-cheese-pancakes,Cottage Cheese Protein Pancakes,588,,,0,,,,,American,Breakfast
halawet-el-jibn,Halawet el Jibn,588,,,0,,,,,Lebanese,Desserts
udon-noodle-soup,Kake Udon Noodle Soup,588,,,0,,,,,Japanese,Lunch
bread-sauce,Bread Sauce,589,,,0,,,,,British,Holiday Specials
smoked-mackerel-pate,Smoked Mackerel Pâté,589,,,0,,,yes,,British,Appetizers
tuna-white-bean-salad,Tuna and White Bean Salad,589,,,0,,,,,Italian,Lunch
eggnog,Eggnog,590,,,0,,,,,American,Drinks
karjalanpaisti,Karelian Hot Pot,590,,,0,,,yes,,Finnish,Dinner
manakish-zaatar,Manakish Za'atar,590,,,0,,,,,Middle Eastern,Breakfast
sopa-de-tortilla,Sopa de Tortilla,590,,,0,,,,,Mexican,Lunch
carrot-cake,Spiced Carrot Cake,591,,,0,,,,,American,Desserts
causa-limena,Causa Limeña,591,,,0,,,,,Peruvian,Appetizers
chilli-oil,Sichuan Chilli Oil,591,,,0,,,,,Chinese,Appetizers
fattah,Fattah,591,,,0,,,yes,,Egyptian,Dinner
jerk-pork,Jerk Pork,591,,,0,,,yes,,Jamaican,Dinner
nasu-dengaku,Nasu Dengaku,591,,,0,,,,,Japanese,Healthy
pasta-alla-norma,Pasta alla Norma,591,,,0,,,,,Italian,Dinner
scaloppine-al-limone,Scaloppine al Limone,591,,,0,,,yes,,Italian,Quick Meals
tiramisu-gelato,Vanilla Gelato,591,,,0,,,,,Italian,Desserts
apple-crisp,Apple Crisp,592,,,0,,,,,American,Desserts
chicken-chettinad,Chicken Chettinad,592,,,0,,,yes,,Indian,Dinner
hot-and-sour-potato,Hot and Sour Potato Slivers,592,,,0,,,,,Chinese,Dinner
kutia,Kutia,592,,,0,,,,,Ukrainian,Holiday Specials
lo-mai-gai,Lo Mai Gai,592,,,0,,,,,Chinese,Lunch
miso-soup,Miso Soup,592,,,0,,,,,Japanese,Healthy
roti-canai,Roti Canai,592,,,0,,,,,Malaysian,Breakfast
tagliatelle-al-ragu,Tagliatelle al Ragù,592,,,0,,,,,Italian,Dinner
warak-enab,Warak Enab,592,,,0,,,,,Lebanese,Appetizers
albondigas,Albóndigas,593,,,0,,,yes,,Spanish,Appetizers
camarones-a-la-diabla,Camarones a la Diabla,593,,,0,,,yes,,Mexican,Dinner
dhal-curry,Sri Lankan Dhal Curry,593,,,0,,,yes,,Sri Lankan,Dinner
sole-meuniere,Sole Meunière,593,,,0,,,,,French,Dinner
couscous-tunisien,Couscous Tunisien,594,,,0,,yes,,,Tunisian,Dinner
magic-cookie-bars,Magic Cookie Bars,594,,,0,,,,,American,Baking
moo-ping,Moo Ping,594,,,0,,,yes,,Thai,Appetizers
pastiera,Pastiera Napoletana,594,,,0,,,,,Italian,Desserts
pecan-pie,Pecan Pie,594,,,0,,,,,American,Desserts
schnitzel,German Pork Schnitzel,594,,,0,,,,,German,Dinner
tawa-pulao,Tawa Pulao,594,,,0,,,yes,,Indian,Dinner
avocado-toast,Ultimate Avocado Toast,595,,,0,,,,,International,Breakfast
giardiniera,Giardiniera,595,,,0,,,yes,,Italian,Appetizers
lotte-a-l-armoricaine,Lotte à l'Armoricaine,595,,,0,,yes,,,French,Dinner
pulpo-a-la-gallega,Pulpo a la Gallega,595,,,0,,,,,Spanish,Appetizers
spinach-artichoke-dip,Spinach and Artichoke Dip,595,,,0,,,,,American,Appetizers
liver-and-bacon,Liver and Bacon with Onion Gravy,596,,,0,,,,,British,Dinner
opera,Opéra,596,,,0,,,,,French,Desserts
panang-curry,Panang Curry,596,,,0,,,yes,,Thai,Dinner
reuben-sandwich,Reuben Sandwich,596,,,0,,,,,American,Lunch
thai-iced-tea,Thai Iced Tea,596,,,0,,,,,Thai,Drinks
bucatini-all-amatriciana,Bucatini all'Amatriciana,597,,,0,,,,,Italian,Dinner
churros,Cinnamon Churros,597,,,0,,,,,Mexican,Desserts
kibbeh-bil-sanieh,Kibbeh bil Sanieh,597,,,0,,,,,Lebanese,Dinner
sweet-sour-spare-ribs,Sweet and Sour Spare Ribs,597,,,0,,,yes,,Chinese,Dinner
trippa-alla-romana,Trippa alla Romana,597,,,0,,,,,Italian,Dinner
chawanmushi,Chawanmushi,598,,,0,,,,,Japanese,Appetizers
chicken-souvlaki,Chicken Souvlaki,598,,,0,,,,,Greek,Dinner
french-toast,Brioche French Toast,598,,,0,,,,,American,Breakfast
full-english-breakfast,Full English Breakfast,598,,,0,,,,,British,Breakfast
pad-prik-king,Pad Prik King,598,,,0,,,,,Thai,Dinner
paneer-tikka-masala,Paneer Tikka Masala,598,,,0,,,yes,,Indian,Dinner
dolmades,Dolmades,599,,,0,,,,,Greek,Appetizers
zongzi,Zongzi,599,,,0,,,,,Chinese,Lunch
bakewell-tart,Bakewell Tart,600,,,0,,,,,British,Baking
croquetas,Jamón Croquetas,600,,,0,,,,,Spanish,Appetizers
dorayaki,Dorayaki,600,,,0,,,,,Japanese,Desserts
